query,stakeholders,roles,topics,concepts,rounds,time (ms)
tiramisu,3,0,2,10,1,30347
mongolian,3,0,1,50,1,145
tiramisu,3,0,1,3,3000,3308
tiramisu,3,0,2,3,10000,10348
tiramisu,3,0,1,1,1,75
mongolian,3,0,1,10,30,1056
tiramisu,3,0,1,3,10000,10751
tiramisu,3,0,2,50,3000,4470511
mongolian,3,0,1,3,300,543
tiramisu,3,0,3,1,30,121
mongolian,3,0,2,3,1,106
mongolian,3,0,2,1,3000,100397
mongolian,3,0,2,3,100,159
tiramisu,3,0,3,10,3000,4214
mongolian,3,0,2,10,3000,16902
tiramisu,3,0,3,50,300,4464
mongolian,3,0,1,3,3000,13839
tiramisu,3,0,2,3,3000,2768
mongolian,3,0,2,50,300,587
tiramisu,3,0,1,10,100,328
mongolian,3,0,3,50,30,789
mongolian,3,0,2,1,10000,11067
tiramisu,3,0,1,10,300,898
tiramisu,3,0,1,3,3000,2125
tiramisu,3,0,1,3,100,9070
tiramisu,3,0,2,10,3000,3047
mongolian,3,0,2,3,30,175
tiramisu,3,0,1,3,10000,45708
mongolian,3,0,3,50,10000,76146
mongolian,3,0,3,50,10000,112984
tiramisu,3,0,1,1,1,90
tiramisu,3,0,2,50,1,852
mongolian,3,0,2,1,30,96
tiramisu,3,0,1,1,1,39
mongolian,3,0,3,1,30,85
tiramisu,3,0,3,3,10000,9878
mongolian,3,0,2,50,1,150439
mongolian,3,0,2,1,100,71
mongolian,3,0,3,3,1,176
tiramisu,3,0,2,3,1,181
mongolian,3,0,1,10,300,565
mongolian,3,0,3,1,100,3470
tiramisu,3,0,3,1,100,47
mongolian,3,0,1,3,100,9192
tiramisu,3,0,1,10,1,223
mongolian,3,0,2,1,100,3372
mongolian,3,0,2,3,10000,62537
tiramisu,3,0,2,3,1,97
mongolian,3,0,2,50,30,197
mongolian,3,0,1,1,10000,6615
tiramisu,3,0,2,3,1,582
tiramisu,3,0,3,1,3000,108407
mongolian,3,0,2,3,300,558
mongolian,3,0,1,3,1,107
mongolian,3,0,3,1,1,73
mongolian,3,0,2,50,300,493
mongolian,3,0,1,1,3000,97224
mongolian,3,0,3,1,300,464
mongolian,3,0,1,3,10000,903124
mongolian,3,0,3,3,300,518
tiramisu,3,0,3,10,10000,12699
mongolian,3,0,2,50,1,2611
tiramisu,3,0,2,3,10000,10649
mongolian,3,0,3,3,30,173
mongolian,3,0,3,1,3000,3904
tiramisu,3,0,2,10,3000,9101
mongolian,3,0,2,50,30,167
mongolian,3,0,3,10,100,1227
tiramisu,3,0,1,3,100,78
mongolian,3,0,3,50,3000,4383848
mongolian,3,0,3,10,1,1269
mongolian,3,0,1,50,30,2782
mongolian,3,0,1,10,30,589
tiramisu,3,0,1,3,100,97
mongolian,3,0,2,50,1,731
tiramisu,3,0,3,1,3000,15900
tiramisu,3,0,1,50,300,5571
mongolian,3,0,1,10,300,246
mongolian,3,0,3,50,30,742
tiramisu,3,0,3,1,10000,4224
tiramisu,3,0,2,3,300,1762
mongolian,3,0,2,1,10000,42015
tiramisu,3,0,1,50,1,131
mongolian,3,0,1,10,100,544
tiramisu,3,0,2,1,30,88
mongolian,3,0,2,10,30,98
tiramisu,3,0,1,3,30,63
tiramisu,3,0,3,50,30,1091
tiramisu,3,0,1,3,1,105
tiramisu,3,0,3,1,1,114
tiramisu,3,0,2,1,100,37
tiramisu,3,0,2,3,300,290
mongolian,3,0,2,3,300,499
mongolian,3,0,1,3,30,175
mongolian,3,0,2,10,30,526
mongolian,3,0,2,3,3000,2976
tiramisu,3,0,2,50,10000,14466707
mongolian,3,0,1,1,3000,2260
mongolian,3,0,3,1,300,200
tiramisu,3,0,2,50,10000,153808
tiramisu,3,0,1,3,30,67
mongolian,3,0,3,10,1,544
tiramisu,3,0,1,3,1,474
tiramisu,3,0,2,3,30,95
mongolian,3,0,1,10,100,192
tiramisu,3,0,2,3,30,582
mongolian,3,0,3,50,1,4497
tiramisu,3,0,2,1,300,9945
mongolian,3,0,1,10,10000,103996
tiramisu,3,0,3,50,100,149583
mongolian,3,0,1,50,30,164
mongolian,3,0,3,50,3000,5875
mongolian,3,0,2,3,30,9282
tiramisu,3,0,3,50,30,1099
tiramisu,3,0,2,3,30,99
mongolian,3,0,3,1,3000,16047
tiramisu,3,0,3,1,30,523
mongolian,3,0,2,1,3000,3152
tiramisu,3,0,3,50,1,1560
tiramisu,3,0,1,3,10000,916398
tiramisu,3,0,1,10,3000,2242
mongolian,3,0,2,3,3000,3930
mongolian,3,0,2,50,1,159
mongolian,3,0,1,3,30,9244
mongolian,3,0,1,10,100,29941
tiramisu,3,0,3,3,1,101
mongolian,3,0,2,3,300,393
tiramisu,3,0,3,10,30,246
tiramisu,3,0,3,50,100,1126
mongolian,3,0,2,1,30,62
tiramisu,3,0,1,10,3000,9389
mongolian,3,0,1,10,100,75
mongolian,3,0,1,50,10000,266288
mongolian,3,0,1,50,300,2125
tiramisu,3,0,2,1,10000,42055
mongolian,3,0,3,50,1,190
tiramisu,3,0,1,10,30,29928
tiramisu,3,0,2,1,30,3328
tiramisu,3,0,3,1,3000,102946
tiramisu,3,0,3,3,1,680
tiramisu,3,0,1,1,10000,6376
mongolian,3,0,2,3,30,9228
tiramisu,3,0,1,50,100,1522
tiramisu,3,0,2,1,30,37
mongolian,3,0,1,3,100,99
mongolian,3,0,1,3,100,173
tiramisu,3,0,3,50,1,186
tiramisu,3,0,3,3,300,469
tiramisu,3,0,2,3,3000,3088
tiramisu,3,0,2,3,100,97
tiramisu,3,0,2,1,300,287
tiramisu,3,0,3,3,1,102
tiramisu,3,0,1,1,300,9662
mongolian,3,0,1,50,300,496
mongolian,3,0,2,10,3000,34210
mongolian,3,0,3,1,100,134
tiramisu,3,0,3,10,30,30135
tiramisu,3,0,1,1,300,198
tiramisu,3,0,1,1,1,65
mongolian,3,0,1,50,30,4324
tiramisu,3,0,3,50,10000,110230
tiramisu,3,0,1,1,300,913
mongolian,3,0,1,1,3000,1896
tiramisu,3,0,1,50,300,4665
tiramisu,3,0,2,1,300,142
mongolian,3,0,1,10,100,1042
mongolian,3,0,2,1,100,103
tiramisu,3,0,1,50,3000,128128
mongolian,3,0,2,50,3000,32177
mongolian,3,0,1,1,30,71
mongolian,3,0,2,10,3000,34228
tiramisu,3,0,1,50,1,720
mongolian,3,0,1,50,300,12918
mongolian,3,0,2,1,3000,99648
tiramisu,3,0,3,1,300,413
tiramisu,3,0,2,50,1,4372
mongolian,3,0,2,10,300,343
tiramisu,3,0,1,3,10000,914947
mongolian,3,0,3,10,30,242
mongolian,3,0,3,3,1,179
tiramisu,3,0,2,1,10000,10475
mongolian,3,0,3,1,3000,2083
mongolian,3,0,3,10,30,532
tiramisu,3,0,2,3,1,594
mongolian,3,0,1,50,10000,425632
mongolian,3,0,3,1,100,117
mongolian,3,0,3,10,30,552
tiramisu,3,0,2,10,300,654
tiramisu,3,0,1,50,30,148861
mongolian,3,0,2,50,100,2694
tiramisu,3,0,1,3,3000,274173
tiramisu,3,0,3,1,10000,343984
tiramisu,3,0,2,1,30,37
mongolian,3,0,1,50,3000,4468941
mongolian,3,0,3,10,300,1657
tiramisu,3,0,2,3,3000,3924
mongolian,3,0,2,10,100,226
tiramisu,3,0,2,3,30,604
mongolian,3,0,2,50,300,8043
tiramisu,3,0,1,50,3000,21148
mongolian,3,0,3,1,10000,12719
tiramisu,3,0,2,1,100,103
tiramisu,3,0,3,3,3000,281308
mongolian,3,0,3,1,100,128
mongolian,3,0,3,50,100,2983
mongolian,3,0,2,10,1,30103
tiramisu,3,0,3,10,100,30231
tiramisu,3,0,2,10,10000,21690
mongolian,3,0,2,3,10000,13663
tiramisu,3,0,2,50,30,1565
tiramisu,3,0,3,10,1,314
tiramisu,3,0,1,3,300,305
tiramisu,3,0,1,1,300,9679
mongolian,3,0,2,10,30,98
mongolian,3,0,3,3,1,178
tiramisu,3,0,1,1,300,921
tiramisu,3,0,3,1,100,3404
tiramisu,3,0,2,50,100,1851
tiramisu,3,0,2,3,300,305
tiramisu,3,0,2,10,100,30044
tiramisu,3,0,1,10,100,309
tiramisu,3,0,1,50,3000,30567
tiramisu,3,0,3,1,100,131
mongolian,3,0,1,1,3000,1902
mongolian,3,0,3,1,3000,4107
tiramisu,3,0,2,50,3000,46523
mongolian,3,0,1,1,10000,31085
mongolian,3,0,3,50,10000,269551
mongolian,3,0,3,1,30,3405
mongolian,3,0,2,3,3000,17552
mongolian,3,0,1,10,300,89728
mongolian,3,0,1,3,1,106
tiramisu,3,0,3,50,3000,33207
tiramisu,3,0,2,50,300,446846
tiramisu,3,0,2,3,1,104
mongolian,3,0,1,1,3000,1837
tiramisu,3,0,2,3,300,27747
tiramisu,3,0,2,10,300,655
tiramisu,3,0,2,10,10000,21713
mongolian,3,0,3,10,3000,16587
mongolian,3,0,2,50,30,2746
mongolian,3,0,3,3,100,134
tiramisu,3,0,1,10,100,196
tiramisu,3,0,2,10,100,103
tiramisu,3,0,1,3,100,9190
tiramisu,3,0,2,50,3000,46215
tiramisu,3,0,1,1,100,55
tiramisu,3,0,1,1,10000,6824
tiramisu,3,0,3,1,30,49
tiramisu,3,0,3,1,100,542
tiramisu,3,0,1,10,1,319
mongolian,3,0,3,50,3000,5879
tiramisu,3,0,2,10,100,30034
tiramisu,3,0,1,10,3000,5646
tiramisu,3,0,2,50,100,727
tiramisu,3,0,2,50,30,1538
mongolian,3,0,1,1,3000,1838
tiramisu,3,0,3,50,30,1561
tiramisu,3,0,3,3,300,2094
mongolian,3,0,3,1,30,3396
tiramisu,3,0,1,3,3000,3263
mongolian,3,0,3,3,100,714
tiramisu,3,0,1,10,100,199
mongolian,3,0,1,1,3000,2352
mongolian,3,0,2,1,3000,3227
tiramisu,3,0,2,50,1,4411
mongolian,3,0,1,3,1,98
mongolian,3,0,1,50,300,3033
mongolian,3,0,2,3,300,27686
tiramisu,3,0,3,1,10000,4328
mongolian,3,0,2,50,3000,4472174
tiramisu,3,0,1,10,1,30156
mongolian,3,0,1,3,3000,5257
tiramisu,3,0,1,10,300,90076
mongolian,3,0,3,50,1,237
tiramisu,3,0,1,10,10000,30559
tiramisu,3,0,3,50,1,1478
mongolian,3,0,3,3,30,167
mongolian,3,0,3,50,3000,81385
mongolian,3,0,2,1,3000,2749
mongolian,3,0,1,10,1,994
mongolian,3,0,3,1,30,81
mongolian,3,0,1,1,100,80
tiramisu,3,0,2,50,1,4380
tiramisu,3,0,2,50,1,149124
tiramisu,3,0,1,3,300,1424
mongolian,3,0,3,3,3000,4814
mongolian,3,0,2,10,300,3437
mongolian,3,0,1,50,100,1044
mongolian,3,0,3,1,1,134
mongolian,3,0,1,3,30,9181
mongolian,3,0,2,50,100,4374
mongolian,3,0,2,50,10000,440765
tiramisu,3,0,3,3,300,322
mongolian,3,0,3,10,300,3882
tiramisu,3,0,2,3,3000,3130
mongolian,3,0,1,10,1,547
mongolian,3,0,1,10,300,246
mongolian,3,0,1,1,300,241
tiramisu,3,0,2,1,3000,2796
mongolian,3,0,1,50,300,12832
mongolian,3,0,3,10,30,525
mongolian,3,0,2,3,30,101
tiramisu,3,0,1,3,300,327
tiramisu,3,0,2,3,100,103
mongolian,3,0,2,1,100,100
tiramisu,3,0,3,10,30,30254
tiramisu,3,0,3,3,1,98
mongolian,3,0,2,50,1,1077
tiramisu,3,0,3,10,3000,4296
tiramisu,3,0,3,10,3000,4224
mongolian,3,0,1,3,100,107
mongolian,3,0,2,50,1,2678
mongolian,3,0,1,10,10000,54272
mongolian,3,0,1,1,100,73
mongolian,3,0,2,3,100,585
mongolian,3,0,3,50,100,232
tiramisu,3,0,1,3,30,463
tiramisu,3,0,1,10,3000,2187
tiramisu,3,0,1,1,100,38
mongolian,3,0,1,1,3000,2421
mongolian,3,0,1,10,10000,2996990
mongolian,3,0,2,3,3000,2838
tiramisu,3,0,1,3,1,9214
tiramisu,3,0,1,50,300,4641
tiramisu,3,0,2,3,1,98
mongolian,3,0,1,50,300,12793
tiramisu,3,0,1,50,30,148911
tiramisu,3,0,1,1,1,63
tiramisu,3,0,1,1,10000,321123
mongolian,3,0,2,3,1,94
tiramisu,3,0,3,50,3000,22672
tiramisu,3,0,3,50,3000,5757
tiramisu,3,0,3,10,30,319
mongolian,3,0,1,10,10000,103930
tiramisu,3,0,1,1,100,39
tiramisu,3,0,3,50,3000,33109
tiramisu,3,0,3,1,1,138
tiramisu,3,0,1,3,100,9067
tiramisu,3,0,1,10,1,338
mongolian,3,0,3,1,1,543
tiramisu,3,0,1,3,100,74
mongolian,3,0,3,50,1,149573
mongolian,3,0,3,10,30,568
mongolian,3,0,1,50,10000,70949
tiramisu,3,0,1,3,100,103
mongolian,3,0,1,50,10000,13905
tiramisu,3,0,2,1,100,92
tiramisu,3,0,3,1,300,418
mongolian,3,0,2,50,300,8210
mongolian,3,0,2,50,300,8077
tiramisu,3,0,3,1,10000,13391
mongolian,3,0,2,50,300,447441
tiramisu,3,0,1,1,1,314
mongolian,3,0,3,3,100,173
mongolian,3,0,2,50,10000,73590
tiramisu,3,0,3,1,10000,4026
tiramisu,3,0,2,1,100,91
tiramisu,3,0,1,50,100,149113
mongolian,3,0,3,1,1,128
tiramisu,3,0,2,1,10000,10589
mongolian,3,0,1,1,10000,30642
tiramisu,3,0,3,10,1,316
mongolian,3,0,1,50,3000,90410
mongolian,3,0,1,3,3000,5361
mongolian,3,0,1,3,30,172
mongolian,3,0,2,1,3000,1955
mongolian,3,0,3,3,300,501
tiramisu,3,0,2,1,10000,10596
mongolian,3,0,2,3,300,496
tiramisu,3,0,3,3,3000,4813
tiramisu,3,0,3,3,30,100
mongolian,3,0,2,3,300,407
mongolian,3,0,2,50,3000,4937
tiramisu,3,0,2,3,30,133
mongolian,3,0,2,10,100,110
mongolian,3,0,3,1,3000,3635
mongolian,3,0,3,1,1,538
mongolian,3,0,3,1,300,192
tiramisu,3,0,1,3,30,92
mongolian,3,0,2,3,30,9256
mongolian,3,0,1,50,10000,13858
mongolian,3,0,3,50,300,2291
mongolian,3,0,1,3,1,96
mongolian,3,0,3,50,3000,22955
mongolian,3,0,1,1,10000,6106
tiramisu,3,0,1,10,300,89681
mongolian,3,0,2,10,3000,34473
mongolian,3,0,2,3,3000,278267
mongolian,3,0,2,3,100,174
tiramisu,3,0,3,1,300,420
tiramisu,3,0,3,3,3000,282012
tiramisu,3,0,1,10,30,29829
tiramisu,3,0,3,10,10000,3019228
mongolian,3,0,1,10,10000,2998017
tiramisu,3,0,3,1,3000,4114
tiramisu,3,0,3,1,3000,4035
tiramisu,3,0,1,10,1,78
tiramisu,3,0,3,10,1,134
tiramisu,3,0,3,50,100,1552
mongolian,3,0,3,50,300,711
mongolian,3,0,2,10,3000,17127
tiramisu,3,0,1,3,100,9237
tiramisu,3,0,3,1,100,3465
tiramisu,3,0,2,3,10000,10211
mongolian,3,0,2,3,30,595
tiramisu,3,0,3,3,1,715
tiramisu,3,0,1,3,3000,2979
tiramisu,3,0,3,10,3000,907068
mongolian,3,0,3,10,300,1646
tiramisu,3,0,1,3,10000,10076
mongolian,3,0,2,1,10000,42492
tiramisu,3,0,2,1,1,422
mongolian,3,0,1,50,1,149341
tiramisu,3,0,1,10,1,90
mongolian,3,0,3,1,300,205
mongolian,3,0,2,1,100,108
mongolian,3,0,3,10,100,1271
tiramisu,3,0,3,3,100,126
tiramisu,3,0,1,50,30,4206
mongolian,3,0,2,1,10000,42404
mongolian,3,0,1,3,100,105
mongolian,3,0,1,50,1,2675
mongolian,3,0,2,1,1,94
tiramisu,3,0,1,1,30,62
tiramisu,3,0,2,1,3000,2912
mongolian,3,0,1,50,1,148750
mongolian,3,0,3,10,10000,14496
tiramisu,3,0,2,50,1,1856
mongolian,3,0,2,1,1,99
tiramisu,3,0,3,3,3000,2957
tiramisu,3,0,2,50,3000,131077
tiramisu,3,0,1,50,100,1564
tiramisu,3,0,3,10,1,312
mongolian,3,0,1,10,10000,54089
mongolian,3,0,2,1,3000,1941
tiramisu,3,0,1,1,10000,6646
mongolian,3,0,1,3,10000,6776
tiramisu,3,0,2,3,3000,4047
tiramisu,3,0,2,3,300,1741
mongolian,3,0,1,50,10000,426554
tiramisu,3,0,1,50,300,448031
tiramisu,3,0,2,50,300,592
mongolian,3,0,1,50,300,447220
mongolian,3,0,1,3,3000,3062
tiramisu,3,0,2,10,30,99
mongolian,3,0,3,1,300,373
tiramisu,3,0,2,10,3000,6535
mongolian,3,0,3,50,300,8058
mongolian,3,0,3,10,10000,13145
mongolian,3,0,3,3,1,122
tiramisu,3,0,2,3,10000,9749
tiramisu,3,0,3,3,1,101
mongolian,3,0,2,3,1,614
mongolian,3,0,1,3,3000,5255
tiramisu,3,0,2,10,3000,7391
mongolian,3,0,3,1,10000,6342
tiramisu,3,0,2,3,3000,17517
mongolian,3,0,1,3,10000,16727
tiramisu,3,0,3,1,10000,4032
tiramisu,3,0,2,50,1,148864
tiramisu,3,0,2,10,10000,22158
tiramisu,3,0,3,1,1,3422
tiramisu,3,0,3,10,1,30211
mongolian,3,0,3,50,30,763
mongolian,3,0,2,50,3000,22083
mongolian,3,0,3,3,100,123
mongolian,3,0,1,50,1,4306
tiramisu,3,0,1,1,100,74
mongolian,3,0,2,3,30,92
tiramisu,3,0,2,50,300,13270
mongolian,3,0,3,50,30,775
tiramisu,3,0,3,10,10000,125587
mongolian,3,0,2,10,3000,6629
mongolian,3,0,2,3,10000,17214
mongolian,3,0,2,10,300,3401
mongolian,3,0,1,1,100,72
tiramisu,3,0,2,10,30,116
mongolian,3,0,2,50,300,506
mongolian,3,0,3,1,30,532
tiramisu,3,0,2,3,10000,927521
mongolian,3,0,2,10,3000,16346
mongolian,3,0,2,3,100,177
mongolian,3,0,3,50,10000,448859
tiramisu,3,0,1,3,10000,47073
mongolian,3,0,2,10,300,1678
mongolian,3,0,2,50,30,3025
tiramisu,3,0,2,3,3000,17322
mongolian,3,0,2,3,100,167
tiramisu,3,0,2,50,1,4399
tiramisu,3,0,1,1,1,3239
mongolian,3,0,3,1,1,119
tiramisu,3,0,3,3,300,28183
mongolian,3,0,1,10,30,1033
tiramisu,3,0,2,1,3000,2978
mongolian,3,0,2,1,10000,9524
mongolian,3,0,3,1,300,401
tiramisu,3,0,1,1,30,37
mongolian,3,0,2,10,100,30064
mongolian,3,0,1,50,3000,90348
mongolian,3,0,1,1,1,313
mongolian,3,0,2,1,300,335
mongolian,3,0,1,3,100,9153
mongolian,3,0,2,10,10000,54533
mongolian,3,0,1,3,10000,16899
mongolian,3,0,1,3,1,9204
mongolian,3,0,1,10,10000,2998820
mongolian,3,0,3,10,300,90822
tiramisu,3,0,2,10,3000,9523
mongolian,3,0,2,1,30,102
mongolian,3,0,2,3,100,126
mongolian,3,0,2,1,300,9888
tiramisu,3,0,1,10,100,186
mongolian,3,0,2,1,10000,6563
tiramisu,3,0,3,50,3000,46329
tiramisu,3,0,1,50,1,149332
tiramisu,3,0,1,10,300,3062
tiramisu,3,0,3,10,10000,31563
mongolian,3,0,1,10,100,191
mongolian,3,0,3,3,100,693
tiramisu,3,0,3,3,3000,20850
tiramisu,3,0,2,3,300,27839
mongolian,3,0,1,10,300,1618
mongolian,3,0,2,10,1,540
mongolian,3,0,3,1,300,184
mongolian,3,0,1,3,10000,7159
mongolian,3,0,1,10,30,29983
mongolian,3,0,2,10,100,114
mongolian,3,0,1,50,1,2642
mongolian,3,0,2,1,300,9906
tiramisu,3,0,3,50,1,1541
mongolian,3,0,3,50,1,759
mongolian,3,0,2,50,100,2651
mongolian,3,0,2,3,10000,17258
mongolian,3,0,3,3,300,477
mongolian,3,0,1,50,10000,426224
mongolian,3,0,1,10,3000,17035
mongolian,3,0,2,10,100,30186
mongolian,3,0,2,1,3000,12699
tiramisu,3,0,3,50,10000,110255
tiramisu,3,0,2,3,1,9317
mongolian,3,0,3,3,100,9428
mongolian,3,0,3,10,1,546
mongolian,3,0,3,3,300,28190
mongolian,3,0,2,3,300,505
mongolian,3,0,3,1,3000,4211
tiramisu,3,0,2,50,10000,14781152
mongolian,3,0,3,10,100,555
tiramisu,3,0,2,3,30,105
mongolian,3,0,1,10,100,565
tiramisu,3,0,3,3,100,161
mongolian,3,0,3,50,100,766
mongolian,3,0,3,1,100,65
mongolian,3,0,2,10,300,1717
tiramisu,3,0,3,50,3000,134404
mongolian,3,0,1,10,1,535
tiramisu,3,0,1,10,10000,104107
tiramisu,3,0,1,10,300,3252
mongolian,3,0,1,3,30,180
mongolian,3,0,3,1,300,446
mongolian,3,0,1,3,10000,17909
tiramisu,3,0,1,1,3000,102944
mongolian,3,0,2,1,3000,107489
tiramisu,3,0,2,3,1,607
tiramisu,3,0,1,1,30,84
mongolian,3,0,3,3,300,2239
mongolian,3,0,2,10,1,579
tiramisu,3,0,1,1,30,79
tiramisu,3,0,1,50,30,1738
mongolian,3,0,2,3,1,111
mongolian,3,0,3,1,100,569
tiramisu,3,0,3,10,10000,2983248
mongolian,3,0,3,10,30,29480
tiramisu,3,0,3,10,30,232
tiramisu,3,0,2,3,100,140
mongolian,3,0,3,10,300,3674
tiramisu,3,0,2,10,300,916
tiramisu,3,0,2,3,100,93
tiramisu,3,0,1,1,30,37
tiramisu,3,0,1,50,30,1509
mongolian,3,0,2,10,100,234
mongolian,3,0,1,50,3000,4082
tiramisu,3,0,1,50,1,681
mongolian,3,0,2,1,3000,3094
mongolian,3,0,1,1,300,193
tiramisu,3,0,3,3,30,133
mongolian,3,0,3,10,100,1236
mongolian,3,0,3,10,100,247
tiramisu,3,0,3,50,100,4399
tiramisu,3,0,3,50,10000,14729959
tiramisu,3,0,3,10,100,1250
tiramisu,3,0,3,50,300,13088
tiramisu,3,0,3,1,100,126
tiramisu,3,0,2,3,30,8967
tiramisu,3,0,1,10,10000,7178
tiramisu,3,0,3,10,30,319
tiramisu,3,0,1,50,30,1484
mongolian,3,0,3,10,3000,36484
mongolian,3,0,2,3,3000,16831
mongolian,3,0,1,10,3000,6325
mongolian,3,0,2,1,300,276
tiramisu,3,0,1,3,30,8870
tiramisu,3,0,1,3,10000,10199
tiramisu,3,0,2,10,300,87487
mongolian,3,0,3,3,30,157
mongolian,3,0,2,1,3000,1813
mongolian,3,0,1,50,30,4136
tiramisu,3,0,1,10,300,227
mongolian,3,0,3,3,1,160
tiramisu,3,0,3,50,10000,18610
tiramisu,3,0,2,3,10000,56321
mongolian,3,0,2,10,10000,2912603
mongolian,3,0,3,3,3000,5130
mongolian,3,0,3,50,3000,77347
tiramisu,3,0,3,1,30,126
mongolian,3,0,2,50,30,4264
tiramisu,3,0,2,1,1,98
tiramisu,3,0,2,1,300,111
tiramisu,3,0,2,1,3000,3091
tiramisu,3,0,1,1,30,35
tiramisu,3,0,1,50,10000,179674
tiramisu,3,0,3,3,10000,16776
mongolian,3,0,3,3,100,681
tiramisu,3,0,2,50,10000,146429
tiramisu,3,0,2,3,100,561
tiramisu,3,0,2,3,30,590
mongolian,3,0,3,3,30,9117
mongolian,3,0,2,3,1,123
mongolian,3,0,3,10,100,1219
tiramisu,3,0,1,1,300,228
tiramisu,3,0,1,3,3000,13516
tiramisu,3,0,1,50,100,1496
mongolian,3,0,3,1,100,122
tiramisu,3,0,1,50,1,144287
tiramisu,3,0,2,10,1,239
tiramisu,3,0,1,3,100,95
mongolian,3,0,3,10,3000,15647
mongolian,3,0,3,50,300,7853
mongolian,3,0,1,10,10000,7328
mongolian,3,0,1,10,300,558
tiramisu,3,0,1,10,10000,29479
mongolian,3,0,1,10,10000,7429
mongolian,3,0,1,1,30,59
mongolian,3,0,3,50,300,13051
mongolian,3,0,2,3,10000,13929
mongolian,3,0,1,1,3000,1896
tiramisu,3,0,3,3,1,158
mongolian,3,0,1,10,10000,52660
tiramisu,3,0,2,10,10000,110819
mongolian,3,0,3,50,30,2686
tiramisu,3,0,1,3,100,70
mongolian,3,0,1,3,30,464
tiramisu,3,0,2,50,10000,152587
tiramisu,3,0,3,1,1,118
tiramisu,3,0,1,1,3000,1180
mongolian,3,0,3,3,1,9063
tiramisu,3,0,2,1,30,37
mongolian,3,0,3,1,300,209
mongolian,3,0,3,1,30,3326
tiramisu,3,0,1,3,30,8888
tiramisu,3,0,3,10,300,716
mongolian,3,0,3,3,10000,16320
tiramisu,3,0,3,1,30,115
mongolian,3,0,1,10,3000,30093
tiramisu,3,0,3,1,300,408
tiramisu,3,0,2,10,300,909
tiramisu,3,0,2,3,1,144
mongolian,3,0,3,50,1,4310
mongolian,3,0,3,50,3000,78162
tiramisu,3,0,1,1,30,40
mongolian,3,0,2,3,10000,56348
mongolian,3,0,2,50,300,12815
mongolian,3,0,2,3,3000,4862
mongolian,3,0,2,3,300,274
tiramisu,3,0,2,10,10000,24129
mongolian,3,0,3,1,30,135
mongolian,3,0,3,1,30,121
tiramisu,3,0,1,50,1,144316
mongolian,3,0,1,50,30,2925
mongolian,3,0,1,1,100,300
tiramisu,3,0,3,1,1,131
mongolian,3,0,3,10,100,556
mongolian,3,0,2,1,30,88
tiramisu,3,0,1,1,3000,1117
tiramisu,3,0,3,50,10000,148964
tiramisu,3,0,2,3,100,8985
tiramisu,3,0,2,50,1,159
mongolian,3,0,3,10,30,1239
tiramisu,3,0,3,1,300,9956
mongolian,3,0,2,50,3000,21454
mongolian,3,0,3,50,300,7750
mongolian,3,0,1,3,300,206
mongolian,3,0,2,3,1,89
mongolian,3,0,3,3,30,159
mongolian,3,0,1,10,30,516
tiramisu,3,0,2,50,300,2090
mongolian,3,0,3,10,3000,15583
mongolian,3,0,2,50,1,2569
mongolian,3,0,2,50,10000,16196
mongolian,3,0,3,50,30,144330
tiramisu,3,0,1,10,300,3039
tiramisu,3,0,2,50,30,1488
mongolian,3,0,1,1,3000,92930
tiramisu,3,0,3,10,30,299
mongolian,3,0,2,3,1,171
tiramisu,3,0,1,10,300,3015
mongolian,3,0,1,50,3000,30072
mongolian,3,0,2,1,100,87
mongolian,3,0,2,50,10000,14396467
mongolian,3,0,1,50,1,143822
tiramisu,3,0,1,3,30,8835
tiramisu,3,0,1,50,300,432554
tiramisu,3,0,1,1,10000,6378
mongolian,3,0,2,10,30,98
mongolian,3,0,1,3,300,500
mongolian,3,0,2,3,1,559
tiramisu,3,0,2,3,3000,268312
tiramisu,3,0,3,50,30,143998
tiramisu,3,0,2,3,1,8962
mongolian,3,0,1,50,1,2631
tiramisu,3,0,2,10,300,911
mongolian,3,0,1,1,3000,2267
mongolian,3,0,2,10,300,1566
mongolian,3,0,1,3,300,318
mongolian,3,0,1,3,300,26562
tiramisu,3,0,3,1,30,38
tiramisu,3,0,1,50,3000,4315627
mongolian,3,0,3,3,30,164
mongolian,3,0,1,1,100,60
mongolian,3,0,1,50,3000,20580
tiramisu,3,0,2,10,300,87197
mongolian,3,0,2,1,300,208
mongolian,3,0,3,50,3000,22229
tiramisu,3,0,2,10,1,101
mongolian,3,0,2,10,1,1124
tiramisu,3,0,1,10,30,299
tiramisu,3,0,1,3,3000,2064
tiramisu,3,0,2,1,300,9607
tiramisu,3,0,3,50,1,4340
tiramisu,3,0,2,1,300,130
mongolian,3,0,1,1,1,64
tiramisu,3,0,2,50,3000,31017
mongolian,3,0,1,50,1,2611
tiramisu,3,0,2,3,300,396
tiramisu,3,0,1,50,300,387
tiramisu,3,0,1,1,10000,29630
mongolian,3,0,2,50,10000,14432908
mongolian,3,0,3,10,30,272
mongolian,3,0,2,10,100,97
mongolian,3,0,2,3,3000,269077
mongolian,3,0,1,3,30,452
mongolian,3,0,2,3,100,171
tiramisu,3,0,2,1,10000,3758
mongolian,3,0,2,3,30,123
tiramisu,3,0,2,3,10000,9801
tiramisu,3,0,3,10,1,1240
tiramisu,3,0,2,50,3000,126696
mongolian,3,0,3,3,30,168
tiramisu,3,0,2,1,10000,321159
