query,stakeholders,roles,topics,concepts,rounds,time (ms)
mongolian,3,0,1,50,100,660
tiramisu,3,0,3,1,300,373
tiramisu,3,0,2,3,1000,1022
tiramisu,3,0,2,10,3000,6111
tiramisu,3,0,2,10,10000,28698
mongolian,3,0,1,10,1,526
tiramisu,3,0,3,10,100,28339
tiramisu,3,0,3,50,1000,1419976
tiramisu,3,0,2,10,100,224
tiramisu,3,0,2,1,100,37
tiramisu,3,0,1,10,100,78
mongolian,3,0,2,10,300,621
tiramisu,3,0,1,3,30,8602
mongolian,3,0,3,50,3000,75373
mongolian,3,0,1,1,30,61
mongolian,3,0,1,50,3000,120120
mongolian,3,0,3,3,300,486
mongolian,3,0,3,1,3000,14871
mongolian,3,0,1,1,3000,1713
tiramisu,3,0,3,1,100,496
tiramisu,3,0,2,10,3000,3022
mongolian,3,0,2,1,30,61
mongolian,3,0,1,3,300,1367
tiramisu,3,0,1,10,1000,2941
mongolian,3,0,1,10,3000,857790
mongolian,3,0,3,1,3000,98910
tiramisu,3,0,2,1,1,38
tiramisu,3,0,2,50,30,1475
tiramisu,3,0,2,3,100,135
tiramisu,3,0,1,3,3000,262366
tiramisu,3,0,1,3,100,92
tiramisu,3,0,2,50,100,142639
mongolian,3,0,2,1,30,97
tiramisu,3,0,2,50,30,4100
mongolian,3,0,3,1,3000,15105
tiramisu,3,0,2,10,10000,2885207
tiramisu,3,0,1,1,1000,398
tiramisu,3,0,3,10,1,131
mongolian,3,0,1,50,100,667
mongolian,3,0,3,50,3000,6811
tiramisu,3,0,3,50,300,13045
tiramisu,3,0,3,1,30,40
mongolian,3,0,1,10,3000,29456
mongolian,3,0,3,50,10000,251350
tiramisu,3,0,2,10,100,105
tiramisu,3,0,1,50,30,131
tiramisu,3,0,2,3,10000,885014
tiramisu,3,0,3,10,3000,35730
mongolian,3,0,2,1,10000,6942
mongolian,3,0,1,10,30,171
tiramisu,3,0,2,50,30,1516
tiramisu,3,0,1,3,10000,9570
tiramisu,3,0,3,10,10000,29447
tiramisu,3,0,2,1,300,129
tiramisu,3,0,2,1,1000,383
tiramisu,3,0,1,50,1000,14459
tiramisu,3,0,2,10,30,28450
tiramisu,3,0,2,1,10000,3869
mongolian,3,0,2,50,3000,75063
tiramisu,3,0,3,1,10000,4033
tiramisu,3,0,2,10,100,1052
tiramisu,3,0,3,10,300,884
tiramisu,3,0,2,3,3000,2839
tiramisu,3,0,2,3,1,113
tiramisu,3,0,1,3,3000,262380
mongolian,3,0,2,10,1000,10719
mongolian,3,0,3,1,100,3253
tiramisu,3,0,3,1,30,49
tiramisu,3,0,1,1,100,288
mongolian,3,0,1,50,10000,13763
tiramisu,3,0,3,1,1000,465
mongolian,3,0,2,10,10000,2869136
tiramisu,3,0,3,10,1,289
mongolian,3,0,3,3,100,127
mongolian,3,0,2,3,30,159
tiramisu,3,0,3,3,100,9015
mongolian,3,0,1,10,100,977
tiramisu,3,0,2,1,100,40
mongolian,3,0,2,1,3000,2674
mongolian,3,0,1,10,100,92
tiramisu,3,0,1,10,300,901
tiramisu,3,0,1,1,30,60
mongolian,3,0,2,50,30,2566
mongolian,3,0,3,3,3000,20163
tiramisu,3,0,2,1,1000,970
tiramisu,3,0,2,10,1000,10956
tiramisu,3,0,3,1,3000,15009
mongolian,3,0,2,10,10000,50991
mongolian,3,0,1,3,100,95
mongolian,3,0,1,10,300,85439
mongolian,3,0,3,3,300,1984
mongolian,3,0,3,50,3000,4180321
tiramisu,3,0,3,1,3000,1391
tiramisu,3,0,3,50,30,184
mongolian,3,0,2,3,1000,951
mongolian,3,0,3,10,1000,11603
mongolian,3,0,1,50,30,957
mongolian,3,0,3,3,1000,1494
tiramisu,3,0,1,50,3000,41580
tiramisu,3,0,2,10,30,231
tiramisu,3,0,3,1,30,39
tiramisu,3,0,2,10,1,233
tiramisu,3,0,3,3,100,642
tiramisu,3,0,1,50,100,3924
tiramisu,3,0,1,10,30,178
tiramisu,3,0,2,10,10000,2799742
tiramisu,3,0,3,50,1,4168
mongolian,3,0,2,50,1000,24548
mongolian,3,0,1,10,30,518
tiramisu,3,0,2,50,3000,122371
mongolian,3,0,1,1,3000,2205
tiramisu,3,0,3,50,100,688
tiramisu,3,0,2,10,300,294
tiramisu,3,0,3,10,10000,29432
tiramisu,3,0,3,3,30,8726
mongolian,3,0,3,1,300,348
mongolian,3,0,2,10,100,1062
mongolian,3,0,2,3,10000,16043
mongolian,3,0,3,50,300,416547
mongolian,3,0,3,10,3000,6945
tiramisu,3,0,2,50,3000,29574
mongolian,3,0,3,1,1000,1272
tiramisu,3,0,3,1,3000,3399
tiramisu,3,0,1,50,3000,3868
mongolian,3,0,1,1,300,8984
tiramisu,3,0,1,10,1,68
mongolian,3,0,1,1,100,61
mongolian,3,0,2,1,10000,38736
tiramisu,3,0,2,1,1000,886
mongolian,3,0,2,3,100,8630
tiramisu,3,0,1,3,100,428
mongolian,3,0,3,1,10000,11951
mongolian,3,0,3,3,3000,3521
tiramisu,3,0,2,3,10000,862831
tiramisu,3,0,2,50,30,1403
tiramisu,3,0,1,3,3000,2672
tiramisu,3,0,1,50,10000,393879
tiramisu,3,0,1,1,1000,29861
tiramisu,3,0,3,10,3000,9554
tiramisu,3,0,1,10,1000,9531
mongolian,3,0,1,1,10000,28538
tiramisu,3,0,2,1,300,111
mongolian,3,0,3,1,10000,49457
tiramisu,3,0,2,50,300,4158
tiramisu,3,0,3,1,300,346
mongolian,3,0,3,10,1000,5023
tiramisu,3,0,3,3,1000,1593
tiramisu,3,0,2,1,300,104
mongolian,3,0,3,10,100,140
mongolian,3,0,2,50,3000,29793
tiramisu,3,0,1,1,300,873
tiramisu,3,0,3,1,30,3204
tiramisu,3,0,1,50,3000,42383
mongolian,3,0,3,50,10000,414924
tiramisu,3,0,1,1,100,35
tiramisu,3,0,2,10,10000,28109
mongolian,3,0,1,50,100,663
mongolian,3,0,2,50,3000,4784
tiramisu,3,0,1,3,100,105
tiramisu,3,0,1,3,3000,2747
mongolian,3,0,1,10,30,193
tiramisu,3,0,2,50,10000,18863
tiramisu,3,0,3,1,3000,3858
mongolian,3,0,1,50,30,2481
tiramisu,3,0,2,3,1,537
tiramisu,3,0,1,3,3000,255655
tiramisu,3,0,3,1,3000,1194
mongolian,3,0,1,50,10000,13331
mongolian,3,0,1,1,1,3019
tiramisu,3,0,1,3,1,88
mongolian,3,0,2,1,1,3093
tiramisu,3,0,1,50,1000,1298
tiramisu,3,0,1,3,1,8491
tiramisu,3,0,3,3,1000,87241
tiramisu,3,0,3,10,30,28145
tiramisu,3,0,3,1,1,3204
mongolian,3,0,1,1,1,291
mongolian,3,0,3,10,100,28109
mongolian,3,0,1,10,10000,50101
mongolian,3,0,3,10,1,28074
tiramisu,3,0,3,1,10000,319539
tiramisu,3,0,1,1,30,284
mongolian,3,0,1,50,1000,24525
tiramisu,3,0,1,3,30,94
mongolian,3,0,1,1,3000,8526
mongolian,3,0,1,1,3000,2321
tiramisu,3,0,1,1,1,47
mongolian,3,0,1,50,1000,39772
mongolian,3,0,2,3,1,8697
mongolian,3,0,1,10,1000,9552
tiramisu,3,0,3,1,1,504
mongolian,3,0,3,3,3000,3497
tiramisu,3,0,1,3,30,62
mongolian,3,0,1,10,10000,7157
mongolian,3,0,2,50,1,2478
tiramisu,3,0,3,10,100,221
tiramisu,3,0,3,10,1000,2890
tiramisu,3,0,1,1,3000,2208
mongolian,3,0,2,1,1,95
tiramisu,3,0,2,50,1000,13849
tiramisu,3,0,2,50,30,674
tiramisu,3,0,3,1,300,9592
mongolian,3,0,1,3,10000,43348
tiramisu,3,0,1,3,100,444
mongolian,3,0,2,10,300,1585
tiramisu,3,0,2,1,300,253
mongolian,3,0,1,50,3000,28595
mongolian,3,0,1,1,300,171
tiramisu,3,0,2,50,1000,13884
tiramisu,3,0,3,10,10000,29120
tiramisu,3,0,1,1,1,69
tiramisu,3,0,3,3,100,8719
mongolian,3,0,1,50,3000,74282
tiramisu,3,0,2,3,10000,9095
mongolian,3,0,2,1,30,93
tiramisu,3,0,1,50,30,138775
tiramisu,3,0,3,1,100,59
tiramisu,3,0,2,1,3000,92662
mongolian,3,0,2,3,30,165
tiramisu,3,0,1,50,300,4244
mongolian,3,0,3,3,3000,262095
tiramisu,3,0,3,50,100,1435
mongolian,3,0,1,50,3000,118560
tiramisu,3,0,1,10,300,939
tiramisu,3,0,2,1,30,3118
tiramisu,3,0,2,3,300,1596
tiramisu,3,0,3,1,1,492
mongolian,3,0,3,10,100,273
tiramisu,3,0,3,50,300,416281
tiramisu,3,0,3,1,100,45
mongolian,3,0,2,50,30,139060
tiramisu,3,0,2,1,3000,92674
tiramisu,3,0,1,1,3000,8478
tiramisu,3,0,1,10,30,281
tiramisu,3,0,2,50,10000,142179
tiramisu,3,0,2,1,1,386
mongolian,3,0,1,1,3000,8538
tiramisu,3,0,3,1,10000,11947
mongolian,3,0,2,50,1000,6829
mongolian,3,0,1,50,30,2788
tiramisu,3,0,1,1,100,34
tiramisu,3,0,1,3,1,432
mongolian,3,0,1,10,30,191
mongolian,3,0,3,1,3000,14831
mongolian,3,0,3,3,300,466
mongolian,3,0,1,10,300,535
mongolian,3,0,2,1,3000,2729
mongolian,3,0,1,10,1000,279088
tiramisu,3,0,2,3,3000,16107
tiramisu,3,0,2,1,300,301
mongolian,3,0,2,3,1,119
tiramisu,3,0,2,1,3000,11585
mongolian,3,0,1,50,300,1959
tiramisu,3,0,3,50,30,4174
tiramisu,3,0,2,10,30,1083
mongolian,3,0,2,10,100,498
tiramisu,3,0,3,10,10000,115785
tiramisu,3,0,3,1,30,505
tiramisu,3,0,3,50,300,12563
mongolian,3,0,2,50,100,2490
tiramisu,3,0,3,10,10000,2810744
tiramisu,3,0,3,10,1,28155
tiramisu,3,0,3,10,300,404
tiramisu,3,0,3,50,300,12441
tiramisu,3,0,1,10,100,309
tiramisu,3,0,2,1,30,44
mongolian,3,0,3,10,30,234
mongolian,3,0,3,3,1000,1580
tiramisu,3,0,3,3,100,92
tiramisu,3,0,2,50,1,155
tiramisu,3,0,1,50,300,11852
mongolian,3,0,3,10,300,1527
tiramisu,3,0,1,1,1000,2846
tiramisu,3,0,3,3,1,119
tiramisu,3,0,3,50,10000,13923000
tiramisu,3,0,2,50,300,482
mongolian,3,0,1,3,300,192
tiramisu,3,0,2,10,1000,2029
mongolian,3,0,2,50,100,2454
mongolian,3,0,1,10,300,527
tiramisu,3,0,3,10,10000,115865
tiramisu,3,0,3,10,300,3477
mongolian,3,0,3,1,100,116
tiramisu,3,0,2,50,100,4076
tiramisu,3,0,1,3,30,64
mongolian,3,0,1,10,30,185
mongolian,3,0,2,50,100,675
tiramisu,3,0,3,1,100,45
mongolian,3,0,1,10,100,491
mongolian,3,0,2,3,100,168
tiramisu,3,0,3,50,30,1729
tiramisu,3,0,2,3,300,1626
mongolian,3,0,2,3,1,99
mongolian,3,0,2,10,1,28079
mongolian,3,0,3,10,1000,11749
tiramisu,3,0,3,1,30,494
mongolian,3,0,1,3,10000,43358
tiramisu,3,0,3,50,10000,70136
mongolian,3,0,2,1,3000,1729
mongolian,3,0,1,1,30,58
mongolian,3,0,1,3,10000,43855
mongolian,3,0,3,50,3000,125703
tiramisu,3,0,2,3,1000,5407
mongolian,3,0,2,50,10000,19181
mongolian,3,0,3,10,30,28072
tiramisu,3,0,3,10,3000,844317
tiramisu,3,0,3,50,30,139261
mongolian,3,0,1,1,10000,298759
tiramisu,3,0,2,1,300,266
mongolian,3,0,3,3,1000,1633
mongolian,3,0,2,10,3000,840421
tiramisu,3,0,3,1,30,39
tiramisu,3,0,3,10,3000,34670
tiramisu,3,0,1,50,3000,41565
mongolian,3,0,2,10,1,1070
mongolian,3,0,2,3,1000,5415
mongolian,3,0,2,1,30,99
tiramisu,3,0,2,3,3000,3703
tiramisu,3,0,3,3,300,296
tiramisu,3,0,3,3,30,113
tiramisu,3,0,3,1,300,134
mongolian,3,0,2,10,300,283
mongolian,3,0,1,1,100,2975
mongolian,3,0,1,3,100,62
tiramisu,3,0,3,50,3000,41601
tiramisu,3,0,3,50,10000,141645
tiramisu,3,0,3,10,100,295
tiramisu,3,0,2,3,10000,8984
mongolian,3,0,2,1,300,177
mongolian,3,0,2,50,3000,83951
tiramisu,3,0,3,3,10000,15032
tiramisu,3,0,2,50,30,138856
tiramisu,3,0,1,10,1000,786
mongolian,3,0,1,1,1,70
mongolian,3,0,1,50,300,7374
tiramisu,3,0,1,50,30,138572
mongolian,3,0,1,3,1,8509
tiramisu,3,0,1,3,1000,85167
mongolian,3,0,3,50,100,2484
mongolian,3,0,1,50,10000,13897901
mongolian,3,0,1,1,10000,299111
tiramisu,3,0,3,1,1000,4945
tiramisu,3,0,2,1,30,42
mongolian,3,0,1,3,1,8545
tiramisu,3,0,2,3,300,1632
mongolian,3,0,2,10,3000,3232
mongolian,3,0,3,10,100,28094
mongolian,3,0,1,3,10000,853848
tiramisu,3,0,1,50,1,1397
tiramisu,3,0,1,3,100,8528
mongolian,3,0,2,50,1000,40427
tiramisu,3,0,1,50,300,5130
tiramisu,3,0,2,50,10000,407586
mongolian,3,0,1,10,30,511
mongolian,3,0,2,3,10000,16031
tiramisu,3,0,2,3,30,117
mongolian,3,0,1,3,1000,85212
mongolian,3,0,3,50,30,4159
mongolian,3,0,1,1,1,3002
mongolian,3,0,2,50,1,2475
mongolian,3,0,3,10,30,224
mongolian,3,0,1,3,1,172
mongolian,3,0,1,50,1,651
tiramisu,3,0,2,10,10000,2800452
mongolian,3,0,1,3,10000,10612
tiramisu,3,0,3,3,1000,1188
tiramisu,3,0,1,50,30,3950
tiramisu,3,0,2,50,100,160
tiramisu,3,0,2,3,1000,914
tiramisu,3,0,3,50,30,1412
tiramisu,3,0,2,50,30,1713
mongolian,3,0,2,10,3000,31686
mongolian,3,0,3,1,100,127
mongolian,3,0,3,1,1000,4976
mongolian,3,0,2,3,300,399
mongolian,3,0,2,1,3000,2753
mongolian,3,0,3,1,3000,3848
mongolian,3,0,2,3,1,127
mongolian,3,0,3,50,1,707
mongolian,3,0,2,3,1000,910
tiramisu,3,0,2,3,30,104
mongolian,3,0,2,1,1000,649
mongolian,3,0,3,1,10000,49514
tiramisu,3,0,3,1,3000,14689
mongolian,3,0,1,1,300,188
mongolian,3,0,3,50,10000,70686
mongolian,3,0,1,10,3000,2184
mongolian,3,0,2,10,300,1575
mongolian,3,0,3,10,10000,2813784
tiramisu,3,0,2,10,1,1069
mongolian,3,0,3,3,300,461
tiramisu,3,0,2,1,100,35
mongolian,3,0,3,50,100,4141
mongolian,3,0,3,1,3000,1882
tiramisu,3,0,1,1,1,33
tiramisu,3,0,3,50,300,417415
mongolian,3,0,2,10,100,223
tiramisu,3,0,2,10,10000,2800726
tiramisu,3,0,1,10,1,295
mongolian,3,0,3,50,1,2446
mongolian,3,0,1,3,100,151
tiramisu,3,0,2,50,100,1399
mongolian,3,0,3,3,100,156
tiramisu,3,0,1,1,100,47
tiramisu,3,0,2,3,3000,2807
tiramisu,3,0,2,50,1000,40464
mongolian,3,0,3,1,1000,1204
mongolian,3,0,3,10,1,28156
tiramisu,3,0,2,3,3000,259270
tiramisu,3,0,3,3,3000,2751
tiramisu,3,0,2,50,1,189
tiramisu,3,0,2,1,1,3093
tiramisu,3,0,2,1,1,37
tiramisu,3,0,3,1,3000,95705
tiramisu,3,0,3,50,1,1439
mongolian,3,0,1,50,1000,1386619
tiramisu,3,0,2,10,100,282
tiramisu,3,0,3,50,10000,13888350
mongolian,3,0,2,3,100,87
tiramisu,3,0,1,1,10000,3792
mongolian,3,0,3,50,100,702
mongolian,3,0,3,3,100,8742
tiramisu,3,0,2,10,10000,20363
mongolian,3,0,1,50,300,417285
tiramisu,3,0,1,1,30,37
mongolian,3,0,3,50,30,4153
mongolian,3,0,2,50,10000,405334
tiramisu,3,0,2,1,3000,1164
tiramisu,3,0,2,3,300,25926
mongolian,3,0,2,50,30,4040
mongolian,3,0,3,3,30,8761
mongolian,3,0,3,10,1000,4953
mongolian,3,0,2,1,100,60
tiramisu,3,0,3,10,3000,3704
mongolian,3,0,2,1,10000,38750
tiramisu,3,0,2,10,3000,2918
mongolian,3,0,1,50,3000,74275
tiramisu,3,0,3,3,1,121
mongolian,3,0,3,3,100,114
tiramisu,3,0,2,50,300,416164
mongolian,3,0,1,50,100,134
tiramisu,3,0,2,10,300,850
mongolian,3,0,3,3,30,120
tiramisu,3,0,2,50,3000,4702
mongolian,3,0,1,3,100,441
tiramisu,3,0,1,10,1000,781
mongolian,3,0,1,10,1000,9641
tiramisu,3,0,2,50,100,4084
mongolian,3,0,2,10,100,501
mongolian,3,0,1,1,100,59
tiramisu,3,0,2,10,3000,6129
mongolian,3,0,2,1,1000,575
mongolian,3,0,2,1,1,387
tiramisu,3,0,2,1,30,37
tiramisu,3,0,1,50,10000,141625
tiramisu,3,0,1,1,100,283
tiramisu,3,0,2,1,30,41
mongolian,3,0,2,3,30,92
mongolian,3,0,2,10,10000,52899
tiramisu,3,0,3,10,3000,8655
tiramisu,3,0,1,50,3000,3895
tiramisu,3,0,3,50,1000,41624
tiramisu,3,0,2,1,300,310
tiramisu,3,0,1,3,30,434
tiramisu,3,0,1,10,300,850
mongolian,3,0,3,50,1000,7081
mongolian,3,0,2,1,1000,917
mongolian,3,0,3,3,1000,1499
tiramisu,3,0,2,10,1000,280121
mongolian,3,0,2,10,100,508
mongolian,3,0,2,50,10000,13880182
mongolian,3,0,1,50,30,2441
tiramisu,3,0,1,1,1,62
mongolian,3,0,3,50,100,139277
tiramisu,3,0,1,10,10000,17853
mongolian,3,0,3,10,1000,281171
mongolian,3,0,2,50,30,2484
tiramisu,3,0,2,3,1000,86243
tiramisu,3,0,3,10,1,1169
tiramisu,3,0,1,10,1000,2793
tiramisu,3,0,3,1,1000,1129
tiramisu,3,0,1,1,300,8966
tiramisu,3,0,2,3,1000,1027
mongolian,3,0,2,1,300,9275
tiramisu,3,0,2,50,30,148
mongolian,3,0,3,10,300,417
mongolian,3,0,1,3,30,436
mongolian,3,0,2,10,3000,3269
mongolian,3,0,2,1,1,385
mongolian,3,0,1,10,3000,837611
mongolian,3,0,2,1,1000,589
tiramisu,3,0,3,1,300,122
mongolian,3,0,1,3,100,155
tiramisu,3,0,2,1,30,37
mongolian,3,0,1,10,1000,728
tiramisu,3,0,1,1,3000,89515
mongolian,3,0,1,10,300,1518
mongolian,3,0,2,3,30,127
mongolian,3,0,2,50,300,12234
tiramisu,3,0,3,50,3000,21003
tiramisu,3,0,1,10,1,170
mongolian,3,0,1,3,3000,4720
mongolian,3,0,2,3,10000,9280
mongolian,3,0,3,10,1000,5323
mongolian,3,0,1,50,1000,6541
tiramisu,3,0,1,10,30,986
tiramisu,3,0,1,1,30,2971
tiramisu,3,0,3,50,1000,2162
tiramisu,3,0,2,10,30,277
mongolian,3,0,2,1,3000,11563
mongolian,3,0,1,50,3000,74364
mongolian,3,0,1,10,100,501
mongolian,3,0,2,10,30,1054
mongolian,3,0,1,10,10000,49984
tiramisu,3,0,2,10,1000,2909
tiramisu,3,0,1,10,300,859
tiramisu,3,0,3,1,3000,1200
tiramisu,3,0,3,1,1,122
mongolian,3,0,1,50,1,650
tiramisu,3,0,3,50,10000,138836
tiramisu,3,0,2,10,10000,2803333
mongolian,3,0,1,50,1000,24810
tiramisu,3,0,1,1,10000,7246
tiramisu,3,0,3,50,30,1025
mongolian,3,0,3,10,300,1537
tiramisu,3,0,2,1,1,42
tiramisu,3,0,3,3,3000,2875
tiramisu,3,0,2,10,10000,106814
tiramisu,3,0,1,50,100,152
mongolian,3,0,2,1,300,327
tiramisu,3,0,1,10,1000,706
tiramisu,3,0,1,50,1000,39756
mongolian,3,0,1,50,100,2502
tiramisu,3,0,1,1,1,2995
tiramisu,3,0,3,1,100,43
tiramisu,3,0,1,10,10000,30940
tiramisu,3,0,2,10,30,205
mongolian,3,0,3,1,1000,612
tiramisu,3,0,2,1,1,3088
mongolian,3,0,1,3,30,157
tiramisu,3,0,2,3,300,383
mongolian,3,0,3,10,3000,34809
tiramisu,3,0,1,3,300,195
mongolian,3,0,3,50,3000,74733
tiramisu,3,0,1,1,1,284
mongolian,3,0,3,1,300,192
mongolian,3,0,3,3,300,471
mongolian,3,0,1,1,300,180
mongolian,3,0,1,10,30,502
mongolian,3,0,3,3,1,160
mongolian,3,0,3,1,100,62
mongolian,3,0,1,3,100,69
tiramisu,3,0,2,50,100,4028
tiramisu,3,0,1,3,1000,907
tiramisu,3,0,1,1,30,73
mongolian,3,0,3,3,3000,19426
mongolian,3,0,3,1,100,62
tiramisu,3,0,2,10,10000,10607
tiramisu,3,0,1,10,30,186
mongolian,3,0,1,50,30,3928
mongolian,3,0,1,50,3000,74235
tiramisu,3,0,1,50,30,3972
mongolian,3,0,1,3,300,472
tiramisu,3,0,1,1,1,58
mongolian,3,0,3,1,30,129
mongolian,3,0,3,3,10000,874299
mongolian,3,0,1,3,300,1322
tiramisu,3,0,2,3,100,98
tiramisu,3,0,3,1,30,3185
mongolian,3,0,1,10,30,957
mongolian,3,0,3,10,1,541
mongolian,3,0,3,1,100,3199
tiramisu,3,0,3,50,300,4240
mongolian,3,0,3,50,30,707
tiramisu,3,0,1,10,1,27913
tiramisu,3,0,1,3,100,91
mongolian,3,0,3,1,30,123
tiramisu,3,0,2,10,300,84204
mongolian,3,0,1,10,100,1013
tiramisu,3,0,3,10,1,28069
mongolian,3,0,3,50,10000,415300
tiramisu,3,0,1,1,10000,7810
mongolian,3,0,1,1,10000,298445
mongolian,3,0,3,10,3000,4086
tiramisu,3,0,3,3,1000,1148
tiramisu,3,0,2,3,30,8622
mongolian,3,0,3,50,100,214
tiramisu,3,0,2,50,1000,1391205
tiramisu,3,0,3,1,1000,1274
mongolian,3,0,2,3,300,1609
mongolian,3,0,2,10,1000,280010
mongolian,3,0,2,3,100,136
mongolian,3,0,1,1,100,71
mongolian,3,0,1,3,1000,1562
mongolian,3,0,1,1,1000,718
tiramisu,3,0,1,10,10000,28832
tiramisu,3,0,1,10,30,964
mongolian,3,0,3,10,3000,34826
tiramisu,3,0,1,1,300,104
tiramisu,3,0,1,1,300,8977
mongolian,3,0,2,10,300,319
tiramisu,3,0,3,10,100,28112
mongolian,3,0,1,10,1000,726
mongolian,3,0,3,50,3000,125799
tiramisu,3,0,2,10,100,287
mongolian,3,0,1,1,3000,1824
mongolian,3,0,3,3,300,26243
tiramisu,3,0,3,3,3000,2860
tiramisu,3,0,2,3,1000,937
tiramisu,3,0,3,3,100,120
mongolian,3,0,2,10,30,1068
tiramisu,3,0,2,1,1000,878
mongolian,3,0,1,10,100,501
mongolian,3,0,1,10,10000,95373
mongolian,3,0,1,10,10000,52427
tiramisu,3,0,1,3,10000,10178
mongolian,3,0,2,3,100,552
tiramisu,3,0,1,10,1,73
tiramisu,3,0,1,10,100,281
mongolian,3,0,1,10,300,1474
tiramisu,3,0,1,50,3000,3871
mongolian,3,0,2,1,10000,10636
mongolian,3,0,3,1,1000,594
mongolian,3,0,1,3,1,439
tiramisu,3,0,1,1,1,62
mongolian,3,0,3,10,3000,15147
mongolian,3,0,1,50,10000,248002
mongolian,3,0,2,3,3000,2714
mongolian,3,0,1,1,3000,1770
mongolian,3,0,1,50,3000,74320
mongolian,3,0,1,1,30,288
mongolian,3,0,2,1,10000,6059
tiramisu,3,0,3,50,300,417906
tiramisu,3,0,3,3,300,490
tiramisu,3,0,2,50,1,1402
tiramisu,3,0,1,50,10000,13867069
tiramisu,3,0,1,3,3000,2848
tiramisu,3,0,1,3,300,309
tiramisu,3,0,2,50,30,4046
tiramisu,3,0,1,50,100,138994
mongolian,3,0,2,50,1,998
mongolian,3,0,1,50,300,415590
mongolian,3,0,1,50,3000,4000
mongolian,3,0,2,3,10000,15495
mongolian,3,0,2,10,1,28067
mongolian,3,0,1,10,1000,278959
tiramisu,3,0,2,10,30,280
tiramisu,3,0,1,1,100,39
tiramisu,3,0,2,10,300,948
tiramisu,3,0,3,50,10000,139214
tiramisu,3,0,3,50,300,416626
tiramisu,3,0,2,50,300,4243
mongolian,3,0,3,3,3000,4877
mongolian,3,0,3,10,100,1172
mongolian,3,0,3,50,1000,7111
mongolian,3,0,2,1,100,91
mongolian,3,0,2,1,30,3082
tiramisu,3,0,2,1,100,86
tiramisu,3,0,3,50,10000,138848
mongolian,3,0,1,50,300,402
tiramisu,3,0,1,1,100,35
mongolian,3,0,1,10,1000,279008
mongolian,3,0,1,50,100,126
tiramisu,3,0,3,10,100,298
tiramisu,3,0,2,1,300,111
mongolian,3,0,2,3,1000,1275
mongolian,3,0,3,10,100,261
mongolian,3,0,2,10,1000,4909
mongolian,3,0,2,3,10000,16040
mongolian,3,0,3,10,300,84451
tiramisu,3,0,3,10,1,291
mongolian,3,0,3,3,100,165
mongolian,3,0,2,10,1,1071
mongolian,3,0,3,50,300,416964
mongolian,3,0,2,10,10000,9798
mongolian,3,0,3,1,3000,3587
tiramisu,3,0,3,3,3000,3678
mongolian,3,0,1,1,300,186
tiramisu,3,0,1,3,1000,912
tiramisu,3,0,1,3,100,100
mongolian,3,0,1,10,30,502
mongolian,3,0,1,10,3000,28836
mongolian,3,0,1,50,1,3984
tiramisu,3,0,1,3,10000,43483
tiramisu,3,0,1,10,10000,7998
tiramisu,3,0,2,3,10000,13290
tiramisu,3,0,1,1,10000,3561
mongolian,3,0,1,10,3000,5321
mongolian,3,0,3,10,30,28021
tiramisu,3,0,2,50,300,417172
mongolian,3,0,2,3,30,105
tiramisu,3,0,2,1,10000,308770
mongolian,3,0,1,50,10000,247731
mongolian,3,0,2,10,100,513
tiramisu,3,0,2,10,1000,2888
mongolian,3,0,3,50,1000,1388458
tiramisu,3,0,1,10,1,204
tiramisu,3,0,1,50,1000,13898
mongolian,3,0,3,50,1000,24596
mongolian,3,0,2,50,300,7460
mongolian,3,0,1,10,10000,7782
tiramisu,3,0,2,1,10000,3782
mongolian,3,0,2,1,100,60
tiramisu,3,0,1,10,100,294
mongolian,3,0,1,3,30,158
mongolian,3,0,2,3,1000,1297
tiramisu,3,0,1,3,10000,43809
tiramisu,3,0,3,50,100,1439
mongolian,3,0,1,1,1,69
tiramisu,3,0,2,3,3000,2738
mongolian,3,0,3,50,3000,31158
tiramisu,3,0,3,50,30,226
mongolian,3,0,2,1,100,56
tiramisu,3,0,3,50,100,4143
mongolian,3,0,1,1,300,180
mongolian,3,0,3,50,3000,4165838
tiramisu,3,0,3,1,100,41
mongolian,3,0,1,1,10000,28650
mongolian,3,0,3,3,30,113
tiramisu,3,0,1,1,300,201
tiramisu,3,0,1,10,3000,5305
mongolian,3,0,1,3,30,8501
tiramisu,3,0,1,3,30,444
tiramisu,3,0,2,3,300,282
mongolian,3,0,1,3,300,491
mongolian,3,0,1,3,10000,9634
mongolian,3,0,1,50,300,8348
mongolian,3,0,1,10,100,87
tiramisu,3,0,2,3,300,286
tiramisu,3,0,1,1,1000,362
tiramisu,3,0,2,3,1000,1299
tiramisu,3,0,2,50,300,416287
mongolian,3,0,2,1,30,3112
tiramisu,3,0,2,1,1,3087
tiramisu,3,0,3,10,300,84327
mongolian,3,0,3,10,30,513
mongolian,3,0,2,10,10000,10721
tiramisu,3,0,1,50,30,1415
tiramisu,3,0,1,10,3000,2168
mongolian,3,0,2,10,300,1520
mongolian,3,0,1,10,10000,2790149
tiramisu,3,0,1,1,100,48
mongolian,3,0,1,10,30,171
tiramisu,3,0,3,1,100,493
mongolian,3,0,2,50,3000,29858
tiramisu,3,0,3,50,30,1445
tiramisu,3,0,1,1,10000,3581
mongolian,3,0,3,3,30,169
mongolian,3,0,2,1,1,386
mongolian,3,0,3,1,3000,3774
mongolian,3,0,3,3,300,26314
tiramisu,3,0,1,1,30,282
